City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Marawi,PH,7.9986,124.2928,68.65,92,99,0.96,overcast clouds
346,Tres Arroyos,AR,-38.3739,-60.2798,98.02,16,13,10.92,few clouds
347,Bekhtery,UA,46.251,32.2927,36.61,64,39,3.96,scattered clouds
348,Senno,RU,59.5336,33.9167,30.6,93,100,12.44,light snow
349,Xichang,CN,27.8964,102.2634,46.04,84,87,1.36,light rain
350,Nabire,ID,-3.3667,135.4833,75.54,91,89,3.06,overcast clouds
351,Mitsamiouli,KM,-11.3847,43.2844,81.52,73,24,10.51,few clouds
352,Alseseca,MX,20.2314,-98.0444,66.33,66,8,5.12,clear sky
353,Pulaski,US,34.7668,-92.3001,61.02,49,75,15.99,broken clouds
354,Erenhot,CN,43.6475,111.9767,23.94,55,7,7.49,clear sky
355,San Jose,US,37.3394,-121.895,60.04,39,20,4.61,few clouds
356,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,85,40,1.01,volcanic ash
357,Namibe,AO,-15.1961,12.1522,72.68,61,1,14.38,clear sky
358,Lengshuitan,CN,26.4111,111.5956,50.99,65,9,2.37,clear sky
359,New Baltimore,US,42.6811,-82.7369,47.17,52,90,14.97,overcast clouds
360,Hofn,IS,64.2539,-15.2082,30.13,60,79,16.04,broken clouds
361,Manokwari,ID,-0.8667,134.0833,78.31,81,98,3.33,overcast clouds
362,Olinda,BR,-8.0089,-34.8553,85.73,66,40,9.22,scattered clouds
363,Tynda,RU,55.1667,124.7167,-4.38,97,32,2.15,scattered clouds
364,Dhidhdhoo,MV,6.8833,73.1,77.56,85,100,10.33,light rain
365,Noyabrsk,RU,63.1994,75.4507,-5.04,98,99,11.45,overcast clouds
366,Muros,ES,42.7762,-9.0603,58.84,67,44,14.67,scattered clouds
367,Tumen,CN,42.9661,129.8425,20.66,47,0,11.36,clear sky
368,Gubkinskiy,RU,64.434,76.5026,-2.24,93,100,11.32,overcast clouds
369,Spornoye,RU,50.8448,37.2913,26.62,58,18,11.5,few clouds
370,Kismayo,SO,-0.3582,42.5454,80.06,81,48,12.53,scattered clouds
371,Belaya Gora,RU,68.5333,146.4167,-19.61,99,100,3.44,overcast clouds
372,Mekhe,SN,15.1097,-16.6218,95.56,15,100,5.3,overcast clouds
373,Avera,US,33.194,-82.5271,55.74,22,0,6.38,clear sky
374,Terney,RU,45.0503,136.6092,19.36,75,65,7.14,broken clouds
375,Mihaesti,RO,45.0333,24.25,41.34,84,98,0.81,overcast clouds
376,Road Town,VG,18.4167,-64.6167,86.04,70,20,4.61,few clouds
377,Nichinan,JP,31.6,131.3667,48.76,76,16,5.44,few clouds
378,Kaputa,ZM,-8.4689,29.6619,74.07,73,70,4.23,light rain
379,Viedma,AR,-40.8135,-62.9967,83.28,27,16,12.3,few clouds
380,Pedernales,DO,18.0384,-71.744,82.94,66,90,3.44,overcast clouds
381,Saint-Joseph,RE,-21.3667,55.6167,77.38,79,76,5.93,broken clouds
382,Beisfjord,NO,68.3751,17.5988,26.26,84,92,7.29,overcast clouds
383,Edd,ER,13.9297,41.6925,81.95,77,17,3.6,few clouds
384,Port-Gentil,GA,-0.7193,8.7815,80.06,81,91,10.11,overcast clouds
385,Conde,BR,-7.2597,-34.9075,87.26,58,40,12.66,scattered clouds
386,Richards Bay,ZA,-28.783,32.0377,66.99,68,99,13.11,overcast clouds
387,Tommot,RU,58.9564,126.2925,-12.35,98,100,1.36,overcast clouds
388,Boende,CD,-0.2167,20.8667,78.71,71,91,1.39,overcast clouds
389,Hasaki,JP,35.7333,140.8333,36.0,38,1,0.87,clear sky
390,Eirunepe,BR,-6.6603,-69.8736,72.64,98,100,2.13,light rain
391,Egvekinot,RU,66.3167,-179.1667,-4.52,73,100,5.59,overcast clouds
392,Aklavik,CA,68.2191,-135.0107,-20.74,100,98,2.95,overcast clouds
393,Saint Helens,GB,53.45,-2.7333,47.91,88,100,3.0,overcast clouds
394,Spirit River,CA,55.7833,-118.8361,8.74,90,88,1.83,overcast clouds
395,Coruripe,BR,-10.1256,-36.1756,86.56,56,28,15.35,scattered clouds
396,Deoli,IN,25.75,75.3833,69.17,57,1,5.7,clear sky
397,The Valley,AI,18.217,-63.0578,84.81,70,2,2.19,clear sky
398,Methoni,GR,36.8197,21.7049,58.86,66,28,4.68,scattered clouds
399,Tiszacsege,HU,47.7,21.0,32.18,71,0,3.44,clear sky
400,Palmer,US,42.1584,-72.3287,42.17,35,1,5.01,clear sky
401,Yanam,IN,16.7333,82.2167,79.2,84,67,5.86,very heavy rain
402,Mantua,IT,45.1667,10.7833,48.27,76,5,1.01,clear sky
403,Santa Maria Do Suacui,BR,-18.1903,-42.4142,83.44,55,69,6.24,broken clouds
404,Whitehorse,CA,60.7161,-135.0538,10.31,84,100,5.01,light snow
405,Boyolangu,ID,-8.1181,111.8935,76.87,91,86,0.89,light rain
406,Bakchar,RU,57.0186,82.0711,14.97,90,100,9.89,overcast clouds
407,Dicabisagan,PH,17.0818,122.4157,76.86,88,81,3.22,broken clouds
408,Cabinda,AO,-5.55,12.2,79.39,80,95,9.64,overcast clouds
409,Masterton,NZ,-40.9597,175.6575,49.78,94,11,2.89,few clouds
410,Adrar,MR,20.5022,-10.0711,88.43,21,80,4.21,broken clouds
411,Hami,CN,42.8,93.45,26.85,65,26,3.15,scattered clouds
412,Easton,US,40.6884,-75.2207,44.8,54,1,3.0,clear sky
413,Batagay,RU,67.6333,134.6333,-38.72,99,35,1.88,scattered clouds
414,Jiaojiang,CN,28.6803,121.4428,46.99,74,29,3.71,scattered clouds
415,Price,US,39.5994,-110.8107,36.66,38,1,11.5,clear sky
416,Ayagoz,KZ,47.9714,80.4392,19.06,89,83,2.68,light snow
417,Santa Maria,BR,-29.6842,-53.8069,87.98,26,0,8.21,clear sky
418,Beyneu,KZ,45.3167,55.2,40.68,79,94,16.02,overcast clouds
419,Klaksvik,FO,62.2266,-6.589,40.12,87,100,51.52,overcast clouds
420,Tabou,CI,4.423,-7.3528,82.85,73,19,5.12,few clouds
421,Cheyenne,US,41.14,-104.8203,39.85,50,1,27.63,clear sky
422,Yuksekova,TR,37.5736,44.2872,36.45,81,91,4.41,overcast clouds
423,Port Hawkesbury,CA,45.6169,-61.3485,42.58,95,90,11.99,mist
424,Huayang,CN,34.4155,109.9939,36.0,34,0,3.49,clear sky
425,Pospelikha,RU,51.95,81.7667,34.02,98,100,24.76,light rain
426,Poronaysk,RU,49.2167,143.1167,27.61,76,58,5.53,broken clouds
427,Champerico,GT,14.3,-91.9167,92.35,67,62,3.58,broken clouds
428,Sainte-Maxime,FR,43.3,6.6333,59.02,72,99,21.56,overcast clouds
429,Deputatskiy,RU,69.3,139.9,-30.05,99,56,5.86,broken clouds
430,Doha,QA,25.2867,51.5333,75.18,57,0,9.22,clear sky
431,Bathsheba,BB,13.2167,-59.5167,88.41,66,40,13.8,scattered clouds
432,Teya,RU,60.3778,92.6267,18.73,92,100,6.71,overcast clouds
433,Bay Roberts,CA,47.5999,-53.2648,53.06,85,100,8.01,overcast clouds
434,Itarema,BR,-2.9248,-39.9167,88.39,58,74,16.33,broken clouds
435,Temir,KZ,49.1414,57.13,15.4,85,100,12.15,overcast clouds
436,Glazov,RU,58.1394,52.6584,11.61,98,94,4.52,overcast clouds
437,Shizunai,JP,42.3339,142.3669,39.83,69,100,19.86,overcast clouds
438,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.16,97,100,26.19,moderate rain
439,Prado,BR,-17.3411,-39.2208,81.59,64,48,9.91,scattered clouds
440,Solton,RU,52.8429,86.4787,25.83,93,100,3.76,light snow
441,Tekeli,KZ,44.83,78.8239,34.36,69,42,10.54,scattered clouds
442,Taltal,CL,-25.4,-70.4833,66.49,65,19,8.25,few clouds
443,Ladario,BR,-19.0047,-57.6017,88.09,62,40,8.05,scattered clouds
444,Swan Hill,AU,-35.3378,143.5544,64.6,98,100,6.82,overcast clouds
445,Bambanglipuro,ID,-7.95,110.2833,77.99,88,76,2.42,light rain
446,Youkounkoun,GN,12.5333,-13.1333,98.91,14,26,6.85,scattered clouds
447,Arkhipo-Osipovka,RU,44.37,38.52,37.71,64,0,12.62,clear sky
448,Vung Tau,VN,10.346,107.0843,79.03,85,100,10.47,overcast clouds
449,Otane,NZ,-39.8833,176.6333,47.01,96,10,1.5,clear sky
450,San Juan,AR,-31.5375,-68.5364,91.22,31,0,6.76,clear sky
451,Iranshahr,IR,27.2025,60.6848,72.0,27,0,0.58,clear sky
452,Palafrugell,ES,41.9174,3.1631,55.45,57,100,1.9,overcast clouds
453,Bayir,TR,37.2687,28.2167,54.12,95,45,3.85,light rain
454,Longyearbyen,SJ,78.2186,15.6401,-0.56,65,20,11.5,few clouds
455,La Ronge,CA,55.1001,-105.2842,-3.87,92,73,7.81,broken clouds
456,Richland,US,40.7834,-82.5499,45.32,48,1,4.0,clear sky
457,Kushima,JP,31.4583,131.2333,49.12,78,16,4.45,few clouds
458,Kikwit,CD,-5.041,18.8162,73.33,95,99,0.43,light rain
459,Maneromango,TZ,-7.1988,38.7848,75.18,80,41,8.93,scattered clouds
460,Baker City,US,44.7749,-117.8344,33.82,80,1,3.44,clear sky
461,Olafsvik,IS,64.8945,-23.7142,33.33,59,100,9.04,overcast clouds
462,Luanda,AO,-8.8368,13.2343,80.6,74,40,11.5,scattered clouds
463,Cururupu,BR,-1.8283,-44.8683,90.55,51,62,8.39,broken clouds
464,Linhares,BR,-19.3911,-40.0722,84.78,55,92,9.19,overcast clouds
465,Chifeng,CN,42.2683,118.9636,25.63,62,11,4.72,few clouds
466,Alice Springs,AU,-23.7,133.8833,62.15,77,0,5.75,clear sky
467,Salinopolis,BR,-0.6136,-47.3561,84.58,69,70,10.4,broken clouds
468,Beaverlodge,CA,55.2166,-119.4361,17.37,89,92,4.09,overcast clouds
469,Bangassou,CF,4.7413,22.8184,75.81,49,1,2.62,clear sky
470,Vanimo,PG,-2.6741,141.3028,76.64,89,99,6.13,overcast clouds
471,Cornatelu,RO,44.75,25.6667,40.96,71,100,2.73,overcast clouds
472,Bama,NG,11.5221,13.6856,85.44,17,24,10.87,few clouds
473,Disna,BY,55.568,28.1971,36.77,88,77,11.25,broken clouds
474,Srednekolymsk,RU,67.45,153.6833,-13.34,99,100,4.52,overcast clouds
475,Walvis Bay,NA,-22.9575,14.5053,62.1,82,36,8.41,scattered clouds
476,Kirkuk,IQ,35.4681,44.3922,60.71,43,100,4.45,overcast clouds
477,Teluknaga,ID,-6.0989,106.6381,81.18,83,20,5.99,few clouds
478,Puerto Cabezas,NI,14.0351,-83.3888,80.15,78,77,11.45,broken clouds
479,Srandakan,ID,-7.9386,110.2506,78.13,88,74,2.57,light rain
480,Mendota,US,36.7536,-120.3816,50.22,37,17,10.33,few clouds
481,Acajutla,SV,13.5928,-89.8275,86.83,41,91,3.04,overcast clouds
482,Semey,KZ,50.4111,80.2275,36.63,84,100,19.55,heavy intensity rain
483,Alofi,NU,-19.0595,-169.9187,78.35,73,69,5.08,broken clouds
484,Djambala,CG,-2.5447,14.7533,69.69,90,100,2.33,light rain
485,Tirlyanskiy,RU,54.2109,58.5806,3.16,96,12,4.74,few clouds
486,Sicuani,PE,-14.2694,-71.2261,55.49,63,100,6.71,overcast clouds
487,Zhigansk,RU,66.7697,123.3711,-29.29,99,87,3.36,overcast clouds
488,Srikakulam,IN,18.3,83.9,76.89,85,67,5.91,broken clouds
489,Mehamn,NO,71.0357,27.8492,26.78,80,40,18.41,light snow
490,Yushu,CN,44.8,126.5333,9.59,91,98,8.46,overcast clouds
491,Brawley,US,32.9787,-115.5303,69.49,34,1,6.91,clear sky
492,Sangar,RU,63.9242,127.4739,-19.88,95,100,0.76,overcast clouds
493,Cervo,ES,43.6702,-7.4101,53.96,73,98,15.26,overcast clouds
494,Pueblo Nuevo,MX,23.3833,-105.3833,62.94,42,65,5.1,broken clouds
495,Panjab,AF,34.388,67.0233,32.77,72,71,1.81,broken clouds
496,Soyo,AO,-6.1349,12.3689,79.34,78,90,10.16,overcast clouds
497,San Quintin,MX,30.4833,-115.95,63.01,73,98,1.43,overcast clouds
498,Jiaozhou,CN,36.2839,120.0033,39.2,58,0,6.42,clear sky
499,George,ZA,-33.963,22.4617,59.76,73,39,14.25,scattered clouds
500,Cockburn Town,TC,21.4612,-71.1419,80.02,67,74,18.43,broken clouds
501,Mumford,GH,5.2618,-0.759,82.47,76,14,9.51,few clouds
502,Amuntai,ID,-2.4177,115.2494,74.46,98,100,4.74,overcast clouds
503,Seoul,KR,37.5683,126.9778,51.24,51,6,6.58,clear sky
504,Kulhudhuffushi,MV,6.6221,73.07,77.02,87,100,11.16,moderate rain
505,Praia,CV,14.9215,-23.5087,84.74,51,0,9.22,clear sky
506,Perevoz,RU,55.5961,44.5446,22.42,80,86,19.19,light snow
507,Ust-Kuyga,RU,70.0167,135.6,-36.08,100,96,8.25,overcast clouds
508,Wanning,CN,18.8003,110.3967,65.43,85,45,9.44,scattered clouds
509,Zyryanka,RU,65.75,150.85,-14.15,99,100,2.3,overcast clouds
510,Kokstad,ZA,-30.5472,29.4241,48.43,93,100,4.0,light rain
511,Pitimbu,BR,-7.4706,-34.8086,88.39,66,20,10.94,few clouds
512,Bereda,ES,43.2686,-7.5406,49.91,96,100,6.31,overcast clouds
513,Grenville,GD,12.1167,-61.6167,82.35,77,52,10.07,broken clouds
514,Kysyl-Syr,RU,63.8986,122.7617,-9.42,89,100,4.65,overcast clouds
515,Minab,IR,27.1467,57.0801,72.9,75,0,4.97,clear sky
516,Waipawa,NZ,-41.4122,175.5153,50.63,86,39,5.03,scattered clouds
517,Arona,ES,28.0996,-16.681,67.39,75,40,14.97,scattered clouds
518,Marienburg,PL,54.0359,19.0266,45.9,85,100,10.98,overcast clouds
519,Kathu,TH,7.9178,98.3332,80.42,82,96,14.9,overcast clouds
520,Poum,NC,-20.2333,164.0167,76.73,77,24,11.56,few clouds
521,Eskilstuna,SE,59.3666,16.5077,43.86,91,98,8.01,overcast clouds
522,Usogorsk,RU,63.4106,48.6872,11.57,92,100,4.88,overcast clouds
523,Benguela,AO,-12.5763,13.4055,78.44,79,79,8.5,light rain
524,Green River,US,41.5286,-109.4662,32.99,66,7,4.0,clear sky
525,Mount Isa,AU,-20.7333,139.5,74.97,69,90,10.36,light rain
526,Miraflores,MX,19.2167,-98.8083,67.03,57,19,3.29,few clouds
527,Smithers,CA,54.7804,-127.1743,25.39,94,100,3.11,overcast clouds
528,Margate,GB,51.3813,1.3862,46.31,84,59,6.51,broken clouds
529,Matagami,CA,49.7502,-77.6328,24.91,100,90,11.5,overcast clouds
530,Yarmouth,US,41.7057,-70.2286,43.02,58,1,12.66,clear sky
531,Trairi,BR,-3.2778,-39.2689,88.61,54,46,14.27,scattered clouds
532,Kungurtug,RU,50.5994,97.5228,11.26,95,76,1.83,broken clouds
533,Ponta Delgada,PT,37.7333,-25.6667,67.5,77,40,17.27,scattered clouds
534,Jumla,NP,29.2747,82.1838,39.81,61,0,3.96,clear sky
535,Jiayuguan,CN,39.8167,98.3,30.07,22,7,2.77,clear sky
536,Calama,CL,-22.4667,-68.9333,76.08,8,20,17.36,few clouds
537,Madinat Sittah Uktubar,EG,29.8167,31.05,71.2,46,88,4.38,overcast clouds
538,Ligayan,PH,4.6533,119.4706,83.43,73,94,4.59,overcast clouds
539,Quarai,BR,-30.3875,-56.4514,94.41,14,0,12.68,clear sky
540,Colares,PT,38.7992,-9.4469,57.33,65,40,8.01,scattered clouds
541,Heiloo,NL,52.6,4.7,46.36,84,100,4.0,overcast clouds
542,Orsha,BY,54.5153,30.4053,33.24,91,49,15.43,scattered clouds
543,Bana,CM,5.1481,10.2762,66.16,75,70,1.59,broken clouds
544,Wattegama,LK,6.7989,81.4808,74.95,92,100,3.85,moderate rain
545,Southbridge,US,42.0751,-72.0334,41.63,40,0,5.01,clear sky
546,Vredendal,ZA,-31.6683,18.5012,72.97,48,32,17.76,scattered clouds
547,Darayya,SY,33.459,36.2374,57.34,44,32,3.62,scattered clouds
548,Floro,NO,61.5996,5.0328,42.76,81,40,17.27,light rain
549,Kaeo,NZ,-35.1,173.7833,61.32,95,72,3.02,broken clouds
550,Trinidad,BO,-14.8333,-64.9,84.18,79,75,4.61,broken clouds
551,Tromso,NO,69.6496,18.957,26.62,80,40,1.99,scattered clouds
552,Cermik,TR,38.1361,39.4493,52.29,77,100,2.19,overcast clouds
553,College,US,64.8569,-147.8028,-9.42,73,40,6.91,scattered clouds
554,Clyde River,CA,70.4692,-68.5914,8.53,72,100,15.66,overcast clouds
555,Dodge City,US,37.7528,-100.0171,61.65,27,1,18.01,clear sky
556,Ternate,ID,0.8,127.4,81.64,78,82,3.22,broken clouds
557,Pangody,RU,65.85,74.4859,-2.36,98,99,8.3,overcast clouds
558,Borova,UA,50.1763,30.1043,38.34,82,32,6.96,scattered clouds
559,Kintampo,GH,8.0563,-1.7306,89.74,35,83,4.9,broken clouds
560,Kavaratti,IN,10.5669,72.642,81.75,81,93,10.2,overcast clouds
561,Providencia,MX,28.7167,-111.5833,76.6,68,4,8.01,clear sky
562,Khasan,RU,42.4308,130.6434,27.18,45,0,18.23,clear sky
563,Sept-Iles,CA,50.2001,-66.3821,36.05,60,6,7.0,clear sky
564,Kloulklubed,PW,7.0419,134.2556,84.51,76,90,17.76,overcast clouds
565,Nebolchi,RU,59.1239,33.3454,32.34,87,99,11.23,overcast clouds
566,Atar,MR,20.5169,-13.0499,93.27,18,100,6.26,overcast clouds
567,Mogadishu,SO,2.0371,45.3438,80.94,75,6,13.38,clear sky
568,Tevriz,RU,57.509,72.4042,5.9,99,96,4.83,overcast clouds
569,Sisimiut,GL,66.9395,-53.6735,30.2,82,75,27.07,broken clouds
570,Turka,UA,49.1541,23.0297,31.26,93,10,4.52,clear sky
571,Virginia Beach,US,36.8529,-75.978,49.05,56,40,6.91,scattered clouds
572,Abu Kamal,SY,34.4506,40.9171,63.93,43,65,7.23,broken clouds
573,Iracoubo,GF,5.4802,-53.2011,84.74,69,51,9.44,broken clouds
574,Ochakiv,UA,46.6128,31.5498,39.34,58,47,3.47,scattered clouds
575,Paamiut,GL,61.994,-49.6678,34.43,98,100,32.73,moderate rain
576,Beloha,MG,-25.1667,45.05,71.02,74,95,9.57,overcast clouds
577,Destin,US,30.3935,-86.4958,63.97,39,1,5.99,clear sky
578,Morondava,MG,-20.2833,44.2833,80.62,79,21,9.8,few clouds
579,Kalabo,ZM,-14.97,22.6814,83.03,37,77,5.26,broken clouds
580,Aykhal,RU,66.0,111.5,-15.83,96,99,7.76,overcast clouds
581,Mareeba,AU,-17.0,145.4333,75.43,92,79,2.1,light rain
582,Manjakandriana,MG,-18.9167,47.8,71.29,92,100,7.61,moderate rain
583,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,78,91,21.63,overcast clouds
584,San Policarpo,PH,12.1791,125.5072,81.54,84,100,12.26,overcast clouds
585,Oktyabrskoye,RU,43.0645,44.7417,30.34,100,90,6.71,light rain
586,Ixtapa,MX,20.7,-105.2,82.22,57,40,2.3,scattered clouds
587,Mountain Home,US,43.133,-115.6912,32.11,66,5,11.54,clear sky
588,Taksimo,RU,56.3444,114.8794,-14.33,92,12,0.25,few clouds
589,Gravatai,BR,-29.9444,-50.9919,88.57,20,0,12.66,clear sky
590,Kirakira,SB,-10.4544,161.9205,79.3,84,44,8.32,scattered clouds
591,Asfi,MA,32.2994,-9.2372,63.0,62,13,7.78,few clouds
592,Nuuk,GL,64.1835,-51.7216,32.61,100,90,27.63,rain and snow
593,Bloomingdale,US,27.8936,-82.2404,72.25,66,1,4.0,clear sky
594,Cotonou,BJ,6.3654,2.4183,83.16,75,99,10.67,overcast clouds
595,Lebork,PL,54.5392,17.7501,45.0,91,100,10.38,overcast clouds
596,Kendal,GB,54.3268,-2.7476,47.71,96,100,4.34,overcast clouds
597,Puerto Carreno,CO,6.189,-67.4859,82.89,72,93,5.12,overcast clouds
598,Fairbanks,US,64.8378,-147.7164,-9.4,71,1,0.0,clear sky
599,Aswan,EG,24.0934,32.907,74.62,21,79,7.92,broken clouds
600,Kasama,ZM,-10.2129,31.1808,74.19,48,71,3.98,broken clouds
601,Muisne,EC,0.6,-80.0333,80.71,80,100,9.13,overcast clouds
602,Auki,SB,-8.7676,160.7034,77.07,88,27,3.83,scattered clouds
603,Nizhnevartovsk,RU,60.9344,76.5531,-0.38,85,0,8.95,clear sky
604,Chardara,KZ,41.2547,67.9692,56.07,42,20,13.35,few clouds
605,Aksu,CN,41.1231,80.2644,32.16,46,2,2.37,clear sky
606,Hamilton,US,39.1834,-84.5333,51.22,46,1,1.01,clear sky
607,Batticaloa,LK,7.7102,81.6924,78.49,86,86,3.42,overcast clouds
608,Sorland,NO,67.667,12.6934,35.46,57,100,27.13,overcast clouds
609,Tabas,IR,33.5959,56.9244,60.73,32,0,1.72,clear sky
610,Nianzishan,CN,47.5167,122.8833,11.61,69,11,9.73,few clouds
611,Rio Grande,BR,-32.035,-52.0986,80.71,49,0,12.01,clear sky
612,Sioux Lookout,CA,50.1001,-91.917,21.58,89,100,9.73,overcast clouds
613,Beloye,UA,48.4952,39.0505,27.25,57,2,3.09,clear sky
614,Varkaus,FI,62.3153,27.873,28.51,84,97,7.4,overcast clouds
615,Vila Do Maio,CV,15.1333,-23.2167,84.99,74,40,8.52,scattered clouds
616,Padang,ID,-0.9492,100.3543,77.05,73,98,2.35,overcast clouds
617,Tautira,PF,-17.7333,-149.15,80.62,79,45,7.67,light rain
618,Springbok,ZA,-29.6643,17.8865,74.61,26,96,16.02,overcast clouds
619,Privolzhsk,RU,57.3808,41.2886,25.57,95,100,16.13,light snow
620,Soubre,CI,5.7856,-6.6083,84.94,64,69,4.36,broken clouds
621,Wladyslawowo,PL,54.7909,18.4009,45.01,86,98,14.29,overcast clouds
622,Codrington,AU,-38.2667,141.9667,55.49,95,26,7.65,scattered clouds
623,Kiunga,PG,-6.1219,141.2906,73.35,99,100,0.58,overcast clouds
624,Ust-Nera,RU,64.5667,143.2,-25.11,99,46,1.99,scattered clouds
625,Ambulu,ID,-8.345,113.6058,76.96,89,100,3.33,overcast clouds
626,Comodoro Rivadavia,AR,-45.8667,-67.5,64.42,54,74,8.3,broken clouds
627,Nioro,GM,13.35,-15.75,99.66,14,66,7.76,broken clouds
628,Udimskiy,RU,61.1417,45.9144,17.46,95,100,8.39,overcast clouds
629,Makakilo City,US,21.3469,-158.0858,72.28,83,1,4.61,clear sky
630,Lagunas,PE,-5.2269,-75.6753,76.26,94,100,1.88,overcast clouds
631,Litovko,RU,49.2361,135.1742,11.84,96,99,4.72,light snow
632,Gainesville,US,29.6516,-82.3248,66.02,57,1,1.01,clear sky
633,Galveston,US,29.3669,-94.9669,77.11,73,90,4.0,overcast clouds
634,Jay,US,44.5039,-70.2162,39.27,50,0,12.93,clear sky
635,Thanh Hoa,VN,19.8,105.7667,63.59,63,67,3.53,broken clouds
636,Ahipara,NZ,-35.1667,173.1667,57.78,91,51,3.36,broken clouds
637,Ambon,ID,-3.6954,128.1814,81.41,78,84,3.49,broken clouds
638,Seminole,US,28.7086,-81.2081,73.56,62,75,3.0,broken clouds
639,Karangampel,ID,-6.4622,108.4519,81.97,77,100,2.89,overcast clouds
640,Sawtell,AU,-30.3833,153.1,73.18,95,75,12.66,light rain
641,Nemuro,JP,43.3236,145.575,36.23,63,41,14.0,scattered clouds
642,Beaumont,US,30.0861,-94.1019,76.98,54,90,16.11,overcast clouds
643,Ilulissat,GL,69.2167,-51.1,30.22,93,75,9.22,light snow
644,Ogrezeni,RO,44.4197,25.7683,41.81,74,93,4.72,overcast clouds
645,Westport,US,41.1415,-73.3579,43.74,36,1,3.0,clear sky
646,Tadine,NC,-21.55,167.8833,74.26,80,100,7.0,overcast clouds
647,Hammerfest,NO,70.6634,23.6821,18.05,93,75,0.0,light shower snow
648,Tiarei,PF,-17.5333,-149.3333,80.62,77,88,4.88,light rain
649,Evensk,RU,61.95,159.2333,4.62,83,95,6.71,overcast clouds
650,Tarko-Sale,RU,64.9225,77.785,3.07,94,100,10.98,overcast clouds
651,Flinders,AU,-34.5833,150.8552,71.06,93,100,1.01,light rain
652,Vangaindrano,MG,-23.35,47.6,75.52,93,93,4.36,moderate rain
653,Nassau,US,40.7507,-73.5829,44.51,39,1,1.99,clear sky
654,Liberal,US,37.0431,-100.921,62.74,17,1,20.71,clear sky
655,Apex,US,35.7327,-78.8503,49.51,37,1,1.99,clear sky
656,Zabaykalsk,RU,49.6333,117.3167,-0.83,78,5,5.03,clear sky
657,La Romana,DO,18.4273,-68.9728,88.16,70,40,4.61,scattered clouds
658,Kautokeino,NO,69.0125,23.0412,-4.9,99,26,3.36,scattered clouds
659,Urengoy,RU,65.9667,78.3667,6.55,95,100,10.47,overcast clouds
660,Sun City West,US,33.662,-112.3413,72.1,44,1,1.01,clear sky
661,Vendome,FR,47.8,1.0667,40.69,92,30,6.85,scattered clouds
662,Cap-Aux-Meules,CA,47.3821,-61.8597,40.8,86,100,28.9,overcast clouds
663,Portobelo,PA,9.55,-79.65,82.85,79,81,2.51,broken clouds
664,San Ramon,US,37.7799,-121.978,58.59,49,1,1.01,clear sky
665,Sunrise Manor,US,36.2111,-115.0731,58.75,19,1,23.02,clear sky
666,Rafaela,AR,-31.2503,-61.4867,93.97,19,0,7.0,clear sky
667,Tigil,RU,57.8,158.6667,12.25,86,5,4.76,clear sky
668,Loding,NO,67.3,14.75,28.31,68,0,5.99,clear sky
669,Russkaya Polyana,UA,49.417,31.9201,33.42,76,63,6.78,broken clouds
670,Berea,US,41.3662,-81.8543,47.32,47,75,5.01,broken clouds
671,Aleksandrov Gay,RU,50.147,48.5704,24.55,55,1,4.43,clear sky
672,Yichang,CN,30.7144,111.2847,52.2,68,6,4.47,clear sky
673,Buala,SB,-8.145,159.5921,80.49,81,36,6.35,scattered clouds
674,Wetaskiwin,CA,52.9668,-113.3687,11.12,93,39,4.21,scattered clouds
675,Aberdeen,GB,57.1437,-2.0981,41.49,78,47,12.66,scattered clouds
676,Lasa,IT,46.6166,10.7002,35.02,76,1,1.86,clear sky
677,Abu Dhabi,AE,24.4667,54.3667,80.71,65,0,1.01,clear sky
678,Chalons-En-Champagne,FR,48.9539,4.3672,36.63,89,1,6.91,clear sky
679,Vostok,RU,46.4856,135.8833,7.7,97,100,3.96,light snow
680,Acarau,BR,-2.8856,-40.12,88.68,58,81,17.58,broken clouds
681,Saint Anthony,US,45.0205,-93.218,48.54,63,1,3.0,clear sky
682,Liverpool,GB,53.4106,-2.9779,47.68,88,99,7.0,light rain
683,Belmonte,BR,-15.8631,-38.8828,81.1,67,22,11.77,few clouds
684,Dubuque,US,42.4833,-90.8668,50.29,53,1,20.71,clear sky
685,Progreso,MX,21.2833,-89.6667,81.1,49,0,10.22,clear sky
686,Pipar,IN,26.3856,73.5378,68.29,23,0,1.48,clear sky
687,Ullapool,GB,57.8987,-5.1604,44.35,72,86,21.03,overcast clouds
688,Lumut,MY,4.2323,100.6298,77.97,89,100,4.59,overcast clouds
689,Bandarbeyla,SO,9.4942,50.8122,81.19,75,87,19.51,overcast clouds
690,Kholodnyy,RU,62.7167,147.95,-30.5,100,89,1.54,overcast clouds
691,Nuevitas,CU,21.5453,-77.2644,81.84,60,90,10.96,overcast clouds
692,The Pas,CA,53.8251,-101.2541,-2.18,78,90,11.5,overcast clouds
693,Izmaylovo,RU,53.7211,47.2458,16.03,87,50,11.14,scattered clouds
694,Oudtshoorn,ZA,-33.5907,22.2014,59.36,67,25,10.31,scattered clouds
695,Rockhampton,AU,-23.3833,150.5,76.89,83,40,0.0,light rain
696,Mairang,IN,25.5667,91.6333,49.12,85,0,1.7,clear sky
